episodio,reward_total,epsilon,buffer,loss
103,49.03492063492129,0.049911691230058335,12214,3.5866132775942483
104,85.41895424836626,0.049911691230058335,12365,4.012284723917643
105,45.532490974729406,0.049911691230058335,12490,3.142091228115943
106,38.586956521738735,0.049911691230058335,12615,5.425501635959072
107,169.81205673758976,0.049911691230058335,12770,3.649741135634385
108,49.694573643411815,0.049911691230058335,12866,4.117589146212528
109,147.318481848186,0.049911691230058335,12991,4.493146983846541
110,37.126865671641404,0.049911691230058335,13116,3.9652020046787877
111,304.0260869565209,0.049911691230058335,13262,5.286199163568431
112,44.06028368794307,0.049911691230058335,13387,3.7099782103492367
113,38.15789473684173,0.049911691230058335,13512,4.269017426236983
114,154.55298013245167,0.049911691230058335,13637,3.7089966295226926
115,209.04924924925098,0.049911691230058335,13771,3.741929392169293
116,2.2111913357399002,0.049911691230058335,13896,4.405581442579146
117,141.60447761194138,0.049911691230058335,14021,4.9006552542409585
118,132.81884984025726,0.049911691230058335,14164,4.40516897574277
119,80.1470588235298,0.049911691230058335,14289,4.252984382452503
120,6.2956204379559715,0.049911691230058335,14414,4.599336339581397
121,54.605263157895436,0.049911691230058335,14539,4.411518591065561
122,11.094223826715776,0.049911691230058335,14639,4.995957393838902
123,193.29411764705995,0.049911691230058335,14779,6.311091863851753
124,88.89405204461112,0.049911691230058335,14904,6.687916308641434
125,407.299999999996,0.049911691230058335,15213,5.899024980795848
126,29.38963210702301,0.049911691230058335,15338,5.979925292153513
127,43.1451612903224,0.049911691230058335,15463,4.845543126906118
128,99.12790697674495,0.049911691230058335,15588,4.963850149223881
129,31.99806949806905,0.049911691230058335,15713,4.430079898526592
130,95.83333333333465,0.049911691230058335,15838,4.618205940531146
131,526.2117647058791,0.049911691230058335,16057,6.041863672230222
132,283.6505617977522,0.049911691230058335,16310,5.489193736560761
133,41.86507936507908,0.049911691230058335,16435,5.044257131315047
134,32.67543859649083,0.049911691230058335,16560,4.775355314054797
135,304.2718120805332,0.049911691230058335,16765,5.486377988375869
136,26.25838926174456,0.049911691230058335,16890,5.66368967486966
137,240.58378378378558,0.049911691230058335,17034,4.93163225534079
138,179.22808988764243,0.049911691230058335,17195,5.218020664155484
139,173.2477031802135,0.049911691230058335,17336,4.958488467761448
140,282.57829181494594,0.049911691230058335,17521,5.36149783756422
141,78.4420289855081,0.049911691230058335,17646,5.76367776240072
142,250.05847750865195,0.049911691230058335,17839,5.630584256102641
143,197.19387755102153,0.049911691230058335,17964,5.562059913912127
144,88.98221343873645,0.049911691230058335,18089,5.262629928127412
145,104.11849710982787,0.049911691230058335,18214,5.409126164451722
146,201.55723905724065,0.049911691230058335,18339,5.776254057884216
147,261.7424242424224,0.049911691230058335,18464,5.476107760783164
148,348.60845070422414,0.049911691230058335,18640,5.59438422203064
149,37.58532423208156,0.049911691230058335,18765,5.517351463917763
150,123.27170418006563,0.049911691230058335,18890,5.2482900523370315
151,52.0664359861585,0.049911691230058335,19074,6.0048019547280065
152,351.69655172413206,0.049911691230058335,19258,5.527852412781429
153,162.50000000000148,0.049911691230058335,19383,5.8949439602513465
154,126.06877323420227,0.049911691230058335,19508,6.277918171498083
155,309.7677419354801,0.049911691230058335,19712,5.741236531675742
156,279.57348242811395,0.049911691230058335,19877,6.941306384598336
157,340.08571428571133,0.049911691230058335,20041,6.811886768399572
158,123.0351170568577,0.049911691230058335,20166,6.1182509660720825
159,25.741106719367117,0.049911691230058335,20291,6.0954676462757975
160,156.94444444444608,0.049911691230058335,20416,6.757049095246099
161,52.465397923875955,0.049911691230058335,20541,7.176618068448959
162,151.35780730897213,0.049911691230058335,20712,7.124485581061419
163,73.22664359861719,0.049911691230058335,20837,6.505362831777142
164,161.92222222222443,0.049911691230058335,21038,6.811486986875534
165,296.67025089605426,0.049911691230058335,21208,6.435804077859461
166,311.4983606557361,0.049911691230058335,21350,7.588966748393174
167,411.4027397260216,0.049911691230058335,21554,7.025244481457865
168,58.9736059479562,0.049911691230058335,21644,6.8405932308582775
169,250.75622775800642,0.049911691230058335,21769,9.105739022454907
170,4.166666666666464,0.049911691230058335,21894,6.686847059957443
171,192.48148148148286,0.049911691230058335,22024,9.295789021854253
172,110.26632302405642,0.049911691230058335,22149,8.232213541384667
173,14.329268292682523,0.049911691230058335,22274,7.312904434819376
174,132.71276595744837,0.049911691230058335,22399,8.248911459599771
175,143.68466898954838,0.049911691230058335,22524,7.928527014870798
176,14.947552447552054,0.049911691230058335,22649,7.85350009510594
177,379.36226415093824,0.049911691230058335,22831,8.221925785528363
178,344.29710144927265,0.049911691230058335,23036,8.197488238998488
179,295.3150684931474,0.049911691230058335,23216,7.273038950712321
180,226.9783393501815,0.049911691230058335,23386,8.063320409616775
181,214.5690391459088,0.049911691230058335,23513,8.389435648918152
182,62.67358490566119,0.049911691230058335,23650,7.7975689470767975
183,152.37341772152067,0.049911691230058335,23775,7.831759985416166
184,224.82803738317904,0.049911691230058335,23929,8.145041147867838
185,304.36229508196556,0.049911691230058335,24062,7.214982204365008
186,146.60041841004346,0.049911691230058335,24187,8.47346809987099
187,141.30794701986886,0.049911691230058335,24312,8.608838237101033
188,111.36731391585894,0.049911691230058335,24437,8.761719865183677
189,396.50960854092244,0.049911691230058335,24693,9.372405126048069
190,477.2244897959146,0.049911691230058335,24973,8.485365167740852
191,196.17544483985924,0.049911691230058335,25102,9.848945138975978
192,191.37323943662142,0.049911691230058335,25227,8.855018625336308
193,409.46410256409473,0.049911691230058335,25454,10.068081566717773
194,75.57420494699753,0.049911691230058335,25579,8.607184984991628
195,267.92796352583235,0.049911691230058335,25770,8.668179306231046
196,59.36609686609747,0.049911691230058335,25895,9.588626857726805
197,305.7513513513499,0.049911691230058335,26047,9.357707743613135
198,343.00596026489836,0.049911691230058335,26184,9.657367841285819
199,106.79530201342416,0.049911691230058335,26309,9.36690442600558
200,257.381818181817,0.049911691230058335,26445,9.311284245385064
201,320.3420289855039,0.049911691230058335,26597,10.515606201247664
202,847.919217081837,0.049911691230058335,26926,10.133760498791206
203,147.4056603773597,0.049911691230058335,27051,10.046127594286396
204,323.80336700336505,0.049911691230058335,27195,9.980979779383519
205,298.03877551020275,0.049911691230058335,27358,9.777045706172048
206,304.80634920634725,0.049911691230058335,27506,12.696397401848618
207,76.59395973154513,0.049911691230058335,27631,10.882757567590282
208,159.4473186119888,0.049911691230058335,27783,11.154688171993028
209,719.1881918819126,0.049911691230058335,28117,11.243932200623703
210,256.61764705882143,0.049911691230058335,28242,10.753051296357185
211,412.68823529411264,0.049911691230058335,28435,12.082241085668405
212,185.49651567944366,0.049911691230058335,28560,11.8467355966568
213,526.6714285714232,0.049911691230058335,28733,12.32065050823744
214,598.2404844290602,0.049911691230058335,28988,11.172160668635932
215,56.655844155844406,0.049911691230058335,29113,11.498457935548597
216,93.70567375886684,0.049911691230058335,29238,13.29301360537929
217,549.7333333333256,0.049911691230058335,29450,12.157138919378344
218,140.03623188405925,0.049911691230058335,29575,12.042116741980276
219,210.13076923077006,0.049911691230058335,29772,12.093194589322927
220,119.12650602409795,0.049911691230058335,29897,11.82255902597981
221,526.494594594587,0.049911691230058335,30124,12.960392443479689
222,363.9671936758858,0.049911691230058335,30281,12.23513152049138
223,122.3513011152429,0.049911691230058335,30406,14.258717217753011
224,460.06376306619717,0.049911691230058335,30603,13.078357818175336
225,820.3627986347947,0.049911691230058335,30906,12.075778822235714
226,876.4179104477446,0.049911691230058335,31206,14.083230377439671
227,299.34210526315456,0.049911691230058335,31331,13.572288109410193
228,183.97651006711527,0.049911691230058335,31456,13.272092903814007
229,440.49629629629027,0.049911691230058335,31642,14.258371113442086
230,229.9402515723287,0.049911691230058335,31777,12.851893923175869
231,495.62068965516517,0.049911691230058335,31987,14.064683521763559
232,150.85616438356288,0.049911691230058335,32112,13.629852337221946
233,299.53703703703457,0.049911691230058335,32237,13.785731257930879
234,472.78859934852466,0.049911691230058335,32496,13.641532129095506
235,611.1479400748992,0.049911691230058335,32731,13.199505471775675
236,806.8100358422781,0.049911691230058335,33065,14.88455094374694
237,90.52768166090111,0.049911691230058335,33190,16.865832817169927
238,239.86878306878424,0.049911691230058335,33334,15.142941618299151
239,221.0034013605453,0.049911691230058335,33459,15.056801849795926
240,517.3245791245723,0.049911691230058335,33665,14.962571053388642
241,388.25594405594023,0.049911691230058335,33851,16.42931218018403
242,842.7545454545335,0.049911691230058335,34110,16.382016826969707
243,400.20547945205146,0.049911691230058335,34260,15.801411843139853
244,152.58264462810058,0.049911691230058335,34385,17.025501308902616
245,623.466666666658,0.049911691230058335,34629,14.98091883325773
246,-0.2610921501706277,0.049911691230058335,34664,16.548672563889447
247,308.7013850415478,0.049911691230058335,34900,17.613709817034135
248,491.00631229234915,0.049911691230058335,35157,15.758315222337842
249,66.43574007220278,0.049911691230058335,35241,15.531554549573416
250,17.51618122977321,0.049911691230058335,35366,18.301950500857444
251,174.31104100946536,0.049911691230058335,35500,18.351603683672455
252,90.47619047619195,0.049911691230058335,35625,19.75596612499606
253,111.01485148515007,0.049911691230058335,35750,15.766185199060748
254,268.9923076923061,0.049911691230058335,35879,18.337951377034187
255,547.3571428571356,0.049911691230058335,36114,17.451106800992264
256,150.0000000000017,0.049911691230058335,36239,17.712494350248768
257,211.22541254125554,0.049911691230058335,36382,18.773968152596918
258,337.3230769230751,0.049911691230058335,36514,17.489163631701288
259,366.4255813953468,0.049911691230058335,36717,17.26727291144947
260,253.4695906432746,0.049911691230058335,36876,17.687753493272805
261,274.73283582089334,0.049911691230058335,37005,17.897427439689636
262,206.5944881889777,0.049911691230058335,37130,17.595388943149196
263,149.16666666666796,0.049911691230058335,37255,17.942139617858395
264,35.67323943661962,0.049911691230058335,37399,18.1388860749198
265,309.7666666666633,0.049911691230058335,37547,17.022702307928178
266,249.5967741935485,0.049911691230058335,37672,20.596292288072647
267,-0.13529411764714416,0.049911691230058335,37795,19.948724723253093
268,305.3571428571408,0.049911691230058335,37920,19.400595130458957
269,287.0846153846118,0.049911691230058335,38081,18.565663188695908
270,131.51408450704352,0.049911691230058335,38206,20.314378830694384
271,257.52100840336004,0.049911691230058335,38356,20.053729988584582
272,839.4025889967495,0.049911691230058335,38654,19.38369287786259
273,135.43233082706928,0.049911691230058335,38779,19.941825812862767
274,36.300738007379934,0.049911691230058335,38904,18.67785423032699
275,643.9867132867057,0.049911691230058335,39135,18.460484073473058
276,285.72592592592395,0.049911691230058335,39269,20.93120773215043
277,26.32978723404213,0.049911691230058335,39394,21.701105460043877
278,375.962542955322,0.049911691230058335,39607,19.310548202046807
279,-0.04210526315786578,0.049911691230058335,39651,18.784937947295433
280,243.32871287128847,0.049911691230058335,39797,21.353632624395964
281,356.74125412541065,0.049911691230058335,39983,21.23716491493019
282,590.6631578947257,0.049911691230058335,40240,21.057920549064875
283,-18.055172413792093,0.049911691230058335,40335,19.20298503307586
284,4.16666666666646,0.049911691230058335,40460,19.07364353825969
285,310.95444839857504,0.049911691230058335,40586,19.268757598876952
286,274.1605536332118,0.049911691230058335,40814,22.200967339166986
287,132.54048582996103,0.049911691230058335,40939,20.66868240602555
288,-0.0931972789115243,0.049911691230058335,40996,20.876042246818542
289,284.1243243243233,0.049911691230058335,41130,21.371565101738263
290,225.65789473684322,0.049911691230058335,41255,19.994684603906446
291,109.11654135338497,0.049911691230058335,41380,22.392793516958914
292,-0.0021897810218363123,0.049911691230058335,41453,20.57254347536299
293,182.3835443037992,0.049911691230058335,41594,22.060898862566265
294,399.4821576763441,0.049911691230058335,41770,22.019919008527484
295,230.73712574850455,0.049911691230058335,41939,22.065772011166526
296,375.86206896550226,0.049911691230058335,42273,25.644521108976715
297,33.766666666668044,0.049911691230058335,42383,25.0802811088912
298,74.8058823529422,0.049911691230058335,42475,30.92260158454979
299,288.66048109965465,0.049911691230058335,42601,23.03157009124756
300,306.03741496598434,0.049911691230058335,42726,22.16871947626914
301,302.56688102893696,0.049911691230058335,42875,25.930397620072235
302,340.8239436619704,0.049911691230058335,43030,22.284073216574534
303,54.909240924093105,0.049911691230058335,43155,23.877750342892064
304,246.48941979522354,0.049911691230058335,43289,24.282446316310338
305,838.3305343511361,0.049911691230058335,43548,23.06924185272335
306,219.13716814159415,0.049911691230058335,43673,24.00727335099251
307,231.4307692307703,0.049911691230058335,43799,30.031723609924317
308,186.03661971831178,0.049911691230058335,43977,26.96035475111277
309,321.2320388349469,0.049911691230058335,44136,24.400999226147615
310,289.3409836065543,0.049911691230058335,44330,23.61695077135155
311,333.7999999999963,0.049911691230058335,44484,24.41380326264824
312,82.93795620438101,0.049911691230058335,44609,25.154312587553456
313,359.5765124555139,0.049911691230058335,44739,23.439187212507854
314,307.77687296416735,0.049911691230058335,44864,24.797799371903942
315,734.3249097472817,0.049911691230058335,45184,24.080699579842786
316,289.62456140350633,0.049911691230058335,45318,25.565085439753712
317,399.88113879003254,0.049911691230058335,45456,28.696839116785647
318,349.1171003717449,0.049911691230058335,45581,29.816358773939072
319,210.27283950617493,0.049911691230058335,45734,29.53473058499788
320,452.10508474575795,0.049911691230058335,45888,24.850950259788362
321,204.8016393442639,0.049911691230058335,46025,26.993741680594052
322,-0.08144329896901614,0.049911691230058335,46094,23.86706116620232
323,166.42820512820646,0.049911691230058335,46223,27.45841473340988
324,323.0071684587785,0.049911691230058335,46353,27.122238661891732
325,302.24285714285367,0.049911691230058335,46536,26.000904402890047
326,123.67216117216262,0.049911691230058335,46661,30.316526759055353
327,441.8873015872961,0.049911691230058335,46860,26.359335634443497
328,353.2083916083899,0.049911691230058335,46988,26.354184556195115
329,286.8859154929567,0.049911691230058335,47135,29.165811179435416
330,227.7439024390263,0.049911691230058335,47260,27.384783237211167
331,32.67543859649087,0.049911691230058335,47385,31.37141598424604
332,321.3850174216003,0.049911691230058335,47510,30.524039960676625
333,77.25409836065698,0.049911691230058335,47635,28.575991184480728
334,595.2557251908303,0.049911691230058335,47890,27.71190550946814
335,478.8947368420987,0.049911691230058335,48070,28.371022080575955
336,722.7424749163717,0.049911691230058335,48404,28.16091451272592
337,375.23103448275515,0.049911691230058335,48613,29.657357793587906
338,298.736054421767,0.049911691230058335,48751,29.784153945254584
339,226.16559485530655,0.049911691230058335,48876,28.289073897946267
340,257.7029520295182,0.049911691230058335,49001,29.5106493965272
341,28.9352941176476,0.049911691230058335,49074,29.323233405749004
342,325.38937728937174,0.049911691230058335,49247,30.972690953764804
343,26.170411985018326,0.049911691230058335,49372,26.283531865765973
344,359.42702702702513,0.049911691230058335,49514,28.81455537782493
345,191.82330827067779,0.049911691230058335,49639,28.676300164191954
346,292.2872340425512,0.049911691230058335,49764,28.994410476376935
347,329.08135593220123,0.049911691230058335,49910,29.38735881016172
348,280.3807947019851,0.049911691230058335,50000,30.662860339687718
349,140.11588785046914,0.049911691230058335,50000,29.482604598999025
350,324.80242214532433,0.049911691230058335,50000,29.27365084047671
351,259.7027972027957,0.049911691230058335,50000,29.38829847689598
352,-0.1264305177111208,0.049911691230058335,50000,28.19284221104213
353,122.9095563139947,0.049911691230058335,50000,28.26225330752711
354,102.91515151515334,0.049911691230058335,50000,29.775591216472364
355,396.80930232557614,0.049911691230058335,50000,29.006883265236006
356,284.2580204778129,0.049911691230058335,50000,33.23391964820124
357,199.67948717948858,0.049911691230058335,50000,30.84489252490382
358,111.35496183206237,0.049911691230058335,50000,30.64370639862553
359,195.71554770318116,0.049911691230058335,50000,34.52364490109105
360,88.81578947368565,0.049911691230058335,50000,29.12568505348698
361,197.20204081632696,0.049911691230058335,50000,28.97549593945344
362,236.6377708978343,0.049911691230058335,50000,29.054170148835766
363,21.217177914109982,0.049911691230058335,50000,31.05207766019381
364,245.3282828282845,0.049911691230058335,50000,28.685977974245624
365,313.536303630361,0.049911691230058335,50000,30.086996282019268
366,230.47553956834676,0.049911691230058335,50000,30.501826016299695
367,-0.17936507936509088,0.049911691230058335,50000,29.524682678025343
368,322.4343283582056,0.049911691230058335,50000,30.45232553709121
369,339.69999999999476,0.049911691230058335,50000,28.89366716384888
370,863.2562043795477,0.049911691230058335,50000,28.8269622941171
371,391.6145038167925,0.049911691230058335,50000,29.937734206517536
372,18.437102473498076,0.049911691230058335,50000,33.912643811059375
373,328.08146964855786,0.049911691230058335,50000,29.24942893097081
374,242.22027972028093,0.049911691230058335,50000,29.764770723158314
375,641.223723723713,0.049911691230058335,50000,29.646134881207544
376,59.15427509293756,0.049911691230058335,50000,30.804643384871945
377,194.33311258278349,0.049911691230058335,50000,29.110227874347142
378,788.7457627118511,0.049911691230058335,50000,31.27401217098894
379,311.41459854014363,0.049911691230058335,50000,29.612767706526085
380,322.46842105262755,0.049911691230058335,50000,27.901932292514378
381,104.43548387096898,0.049911691230058335,50000,29.052447657431326
382,292.9961038960996,0.049911691230058335,50000,34.48348079341473
383,36.11963190184012,0.049911691230058335,50000,30.828621841246083
384,395.6779661016919,0.049911691230058335,50000,30.235941694886893
385,27.397411003235916,0.049911691230058335,50000,30.47205612577241
386,547.9750778816095,0.049911691230058335,50000,34.347094481413784
387,218.99350649350828,0.049911691230058335,50000,28.663409256166027
388,750.1872659175889,0.049911691230058335,50000,29.32667550668344
389,336.79999999999774,0.049911691230058335,50000,31.458465462798006
390,427.71438848920525,0.049911691230058335,50000,30.201053868399725
391,778.6764705882192,0.049911691230058335,50000,33.89593515023813
392,82.54212454212504,0.049911691230058335,50000,32.4358808942836
393,837.4787148594289,0.049911691230058335,50000,31.381450799795296
394,-0.06528189910978832,0.049911691230058335,50000,26.492416933963174
395,340.773800738005,0.049911691230058335,50000,33.26652345657349
396,312.3683501683481,0.049911691230058335,50000,29.961297508239745
397,241.6506172839519,0.049911691230058335,50000,31.286689492634366
398,194.52158054711362,0.049911691230058335,50000,31.606723040144963
399,258.52888086642315,0.049911691230058335,50000,27.888876253558742
400,317.6220338983022,0.049911691230058335,50000,31.235331486964572
401,233.40301003344655,0.049911691230058335,50000,31.467798779087683
402,319.7006825938536,0.049911691230058335,50000,34.3047192302751
403,328.6233766233738,0.049911691230058335,50000,31.599304133241283
404,29.573170731706888,0.049911691230058335,50000,35.14177996881546
405,222.28647686832906,0.049911691230058335,50000,37.27339739184226
406,876.9183391003369,0.049911691230058335,50000,35.49047000475863
407,266.6499999999989,0.049911691230058335,50000,35.82764661949099
408,419.8675496688675,0.049911691230058335,50000,35.37650942874026
409,388.1119453924845,0.049911691230058335,50000,35.43339518763593
410,351.62702702702285,0.049911691230058335,50000,37.07886873462243
411,127.81042345277038,0.049911691230058335,50000,37.161045058656136
412,660.0011235954996,0.049911691230058335,50000,40.15032420353014
413,132.56802721088562,0.049911691230058335,50000,40.71856821736982
414,496.93953488371534,0.049911691230058335,50000,33.78132495974085
415,396.8904458598679,0.049911691230058335,50000,33.817468250896916
416,823.5111111110949,0.049911691230058335,50000,34.59567003479528
417,530.8551724137852,0.049911691230058335,50000,35.77816695188865
418,610.7981132075386,0.049911691230058335,50000,42.962987961155356
419,366.9943820224692,0.049911691230058335,50000,34.371887330086004
420,269.9324324324302,0.049911691230058335,50000,39.63121204222402
421,826.5632653061143,0.049911691230058335,50000,38.07274483754626
422,277.32857142857034,0.049911691230058335,50000,37.1665087660698
423,412.33846153845894,0.049911691230058335,50000,36.890959745535824
424,398.8301369862969,0.049911691230058335,50000,37.3619298992735
425,268.6224489795897,0.049911691230058335,50000,34.31601294394462
426,151.5909090909105,0.049911691230058335,50000,37.11039546228224
427,407.42013422818536,0.049911691230058335,50000,43.705404812137026
428,200.1759036144597,0.049911691230058335,50000,36.847552332384836
429,313.9999999999983,0.049911691230058335,50000,35.72109665151415
430,310.4878980891692,0.049911691230058335,50000,38.21755010318133
431,860.168100358411,0.049911691230058335,50000,40.921608080390754
432,232.09247648902996,0.049911691230058335,50000,39.82635941043977
433,243.2796238244548,0.049911691230058335,50000,41.567656267354415
434,826.9472924187642,0.049911691230058335,50000,43.331120071411135
435,370.44223826714466,0.049911691230058335,50000,37.23677645191069
436,404.3431654676214,0.049911691230058335,50000,43.07643038984658
437,511.5703703703647,0.049911691230058335,50000,46.841538018446705
438,439.7234042553165,0.049911691230058335,50000,43.50780300761378
439,443.58054607507967,0.049911691230058335,50000,44.7866340861601
440,251.78571428571396,0.049911691230058335,50000,40.87641106882403
441,755.9798534798414,0.049911691230058335,50000,48.19874936562997
442,272.6045296167222,0.049911691230058335,50000,46.78222350151308
443,349.0349809885903,0.049911691230058335,50000,44.11349874185332
444,165.39855072463897,0.049911691230058335,50000,43.525557871787775
445,691.8739726027287,0.049911691230058335,50000,44.034634838020224
446,565.8931271477603,0.049911691230058335,50000,49.037787201584024
447,297.0724907063177,0.049911691230058335,50000,41.74822679642708
448,829.3509157509068,0.049911691230058335,50000,44.754322676708476
449,402.0294117647017,0.049911691230058335,50000,44.55580946067711
450,609.2286624203691,0.049911691230058335,50000,41.52679839928945
451,822.3094890510803,0.049911691230058335,50000,43.00537647594105
452,278.9854489164077,0.049911691230058335,50000,41.22438835375237
453,363.56687898088387,0.049911691230058335,50000,43.83634160870883
454,327.7971830985901,0.049911691230058335,50000,48.31549422196516
455,620.4789115646182,0.049911691230058335,50000,42.13746566398471
456,387.64257425742346,0.049911691230058335,50000,52.121622675941104
457,200.03684210526453,0.049911691230058335,50000,42.54859747757783
458,513.8613861386057,0.049911691230058335,50000,48.32738075600014
459,125.84661354581829,0.049911691230058335,50000,44.893773848010646
460,55.74758842443736,0.049911691230058335,50000,47.04430866241455
