episodio,reward_total,epsilon,buffer,loss
1,-0.26996336996349346,0.7477194593032545,123,1.5516853805246025
2,-0.27777777777775026,0.5159963842937159,198,1.1934483268776455
3,-0.21913357400722872,0.31890579420988907,295,1.0938540718828638
4,-0.16296296296292184,0.17214774642209296,419,0.9437666419075756
5,-0.2099337748343882,0.11074712159185099,508,0.7858680115843361
6,-0.04703832752611281,0.09339361644125409,543,0.8611416439799702
7,42.438095238095066,0.049911691230058335,719,0.8632029717309134
8,48.013201320131785,0.049911691230058335,999,0.9529199052508587
9,32.94498269896137,0.049911691230058335,1166,0.9968373942446996
10,-0.236363636363711,0.049911691230058335,1288,0.9941677325520634
11,-0.20291970802919052,0.049911691230058335,1386,1.062353395309645
12,41.07142857142821,0.049911691230058335,1511,1.0482140416579862
13,7.516077170417988,0.049911691230058335,1636,1.0830356029252852
14,15.892125984251614,0.049911691230058335,1793,1.1124507240377939
15,-0.08966789667886599,0.049911691230058335,1904,1.0952158551324498
16,35.46478873239413,0.049911691230058335,2044,1.1606267010994096
17,-0.07652733118965327,0.049911691230058335,2130,1.0811668643180061
18,-0.09462365591392197,0.049911691230058335,2202,1.0994569713800726
19,-0.06291793313066951,0.049911691230058335,2263,1.150982498129209
20,68.21111111111159,0.049911691230058335,2406,1.0476544115325095
21,6.664037854889397,0.049911691230058335,2531,1.1236213522572671
22,29.59265175718822,0.049911691230058335,2656,1.1007379589061583
23,-0.05813148788927447,0.049911691230058335,2760,1.0852630971704873
24,20.80066445182714,0.049911691230058335,2890,1.131918533365856
25,-0.20864197530857714,0.049911691230058335,2973,1.0203234019075953
26,3.4556313993172845,0.049911691230058335,3098,1.0997898561819908
27,-0.03850931677024616,0.049911691230058335,3212,1.032832153603039
28,-0.1349650349650876,0.049911691230058335,3329,1.0185616699786022
29,59.63945578231289,0.049911691230058335,3459,1.0642965597699778
30,71.87500000000023,0.049911691230058335,3793,1.0264949411064297
31,-0.20993377483436687,0.049911691230058335,3882,1.1039793010462413
